Date Of Death Year,Date Of Death Month,Region,AgeGroup,RaceEthnicity,"COVID-19 (U071, Multiple Cause of Death)",Sex,Place Of Death,AnalysisDate,Note,flag_cov19mcod
2020,05,South,85+ years,Non-Hispanic White,1856,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",
2020,05,South,85+ years,Other,10,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",
2020,05,South,Under 1 year,Hispanic,0,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",
2020,05,South,Under 1 year,Non-Hispanic American Indian or Alaska Native,0,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",
2020,05,South,Under 1 year,Non-Hispanic Asian,0,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",
2020,05,South,Under 1 year,Non-Hispanic Black,0,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",
2020,05,South,Under 1 year,Non-Hispanic White,0,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",
2020,05,South,Under 1 year,Other,0,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",
2020,05,South,Unknown Age,Hispanic,0,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",
2020,05,South,Unknown Age,Non-Hispanic American Indian or Alaska Native,0,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",
2020,05,South,Unknown Age,Non-Hispanic Asian,0,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",
2020,05,South,Unknown Age,Non-Hispanic Black,,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",Suppressed (counts 1-9)
2020,05,South,Unknown Age,Non-Hispanic White,0,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",
2020,05,South,Unknown Age,Other,0,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",
2020,05,West,1-4 Years,Hispanic,0,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",
2020,05,West,1-4 Years,Non-Hispanic American Indian or Alaska Native,,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",Suppressed (counts 1-9)
2020,05,West,1-4 Years,Non-Hispanic Asian,0,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",
2020,05,West,1-4 Years,Non-Hispanic Black,0,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",
2020,05,West,1-4 Years,Non-Hispanic White,0,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",
2020,05,West,1-4 Years,Other,0,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",
2020,05,West,18-29 years,Hispanic,13,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",
2020,05,West,18-29 years,Non-Hispanic American Indian or Alaska Native,,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",Suppressed (counts 1-9)
2020,05,West,18-29 years,Non-Hispanic Asian,0,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",
2020,05,West,18-29 years,Non-Hispanic Black,,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",Suppressed (counts 1-9)
2020,05,West,18-29 years,Non-Hispanic White,,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",Suppressed (counts 1-9)
2020,05,West,18-29 years,Other,,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",Suppressed (counts 1-9)
2020,05,West,30-39 years,Hispanic,29,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",
2020,05,West,30-39 years,Non-Hispanic American Indian or Alaska Native,20,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",
2020,05,West,30-39 years,Non-Hispanic Asian,,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",Suppressed (counts 1-9)
2020,05,West,30-39 years,Non-Hispanic Black,,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",Suppressed (counts 1-9)
2020,05,West,30-39 years,Non-Hispanic White,,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",Suppressed (counts 1-9)
2020,05,West,30-39 years,Other,,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",Suppressed (counts 1-9)
2020,05,West,40-49 years,Hispanic,88,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",
2020,05,West,40-49 years,Non-Hispanic American Indian or Alaska Native,16,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",
2020,05,West,40-49 years,Non-Hispanic Asian,10,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",
2020,05,West,40-49 years,Non-Hispanic Black,10,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",
2020,05,West,40-49 years,Non-Hispanic White,15,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",
2020,05,West,40-49 years,Other,,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",Suppressed (counts 1-9)
2020,05,West,5-17 years,Hispanic,,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",Suppressed (counts 1-9)
2020,05,West,5-17 years,Non-Hispanic American Indian or Alaska Native,,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",Suppressed (counts 1-9)
2020,05,West,5-17 years,Non-Hispanic Asian,0,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",
2020,05,West,5-17 years,Non-Hispanic Black,0,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",
2020,05,West,5-17 years,Non-Hispanic White,0,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",
2020,05,West,5-17 years,Other,0,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",
2020,05,West,50-64 years,Hispanic,338,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",
2020,05,West,50-64 years,Non-Hispanic American Indian or Alaska Native,88,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",
2020,05,West,50-64 years,Non-Hispanic Asian,45,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",
2020,05,West,50-64 years,Non-Hispanic Black,49,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",
2020,05,West,50-64 years,Non-Hispanic White,140,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",
2020,05,West,50-64 years,Other,14,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",
2020,05,West,65-74 years,Hispanic,340,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",
2020,05,West,65-74 years,Non-Hispanic American Indian or Alaska Native,59,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",
2020,05,West,65-74 years,Non-Hispanic Asian,60,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",
2020,05,West,65-74 years,Non-Hispanic Black,70,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",
2020,05,West,65-74 years,Non-Hispanic White,289,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",
2020,05,West,65-74 years,Other,11,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",
2020,05,West,75-84 years,Hispanic,301,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",
2020,05,West,75-84 years,Non-Hispanic American Indian or Alaska Native,62,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",
2020,05,West,75-84 years,Non-Hispanic Asian,90,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",
2020,05,West,75-84 years,Non-Hispanic Black,72,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",
2020,05,West,75-84 years,Non-Hispanic White,440,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",
2020,05,West,75-84 years,Other,15,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",
2020,05,West,85+ years,Hispanic,282,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",
2020,05,West,85+ years,Non-Hispanic American Indian or Alaska Native,47,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",
2020,05,West,85+ years,Non-Hispanic Asian,181,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",
2020,05,West,85+ years,Non-Hispanic Black,74,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",
2020,05,West,85+ years,Non-Hispanic White,711,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",
2020,05,West,85+ years,Other,12,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",
2020,05,West,Under 1 year,Hispanic,0,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",
2020,05,West,Under 1 year,Non-Hispanic American Indian or Alaska Native,0,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",
2020,05,West,Under 1 year,Non-Hispanic Asian,0,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",
2020,05,West,Under 1 year,Non-Hispanic Black,0,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",
2020,05,West,Under 1 year,Non-Hispanic White,0,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",
2020,05,West,Under 1 year,Other,0,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",
2020,05,West,Unknown Age,Hispanic,0,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",
